quadkey,latitude,longitude,rwi,error
12122222103101,41.8940990,45.9997559,-0.579,0.351
12033321123221,42.5773543,41.6931152,-0.080,0.387
12122222032112,41.6154418,45.4943848,0.580,0.386
12033333130300,41.6975254,44.7473145,0.689,0.482
12033323132132,41.5825791,41.9787598,0.628,0.417
12033330212302,42.3341839,42.6379395,-0.140,0.366
12033323110112,42.0084885,41.9787598,0.274,0.370
12033323121311,41.6975254,41.8249512,0.233,0.355
12033330221003,42.2691790,42.3962402,0.036,0.356
12033302333102,43.1731348,40.7043457,-0.143,0.385
12033333010313,41.9431482,44.1101074,0.184,0.378
12033333131310,41.6975254,44.9670410,0.720,0.399
12033330310133,42.4964024,43.4069824,0.083,0.326
12033332122102,41.6154418,42.9895020,-0.108,0.356
12033333133130,41.5990125,44.9670410,0.692,0.328
12033331232330,42.0574497,44.0881348,0.560,0.383
12033302321233,43.2051753,40.3308105,-0.085,0.415
12033332313122,41.3190751,43.5168457,0.624,0.376
12033321012012,42.9162059,41.1877441,-0.001,0.373
12033321312302,42.3341839,41.9348145,-0.210,0.393
12033332030331,41.6647045,42.7038574,0.124,0.375
12033331223200,42.0900695,43.7805176,0.492,0.390
12033332110201,41.9594896,43.2751465,0.112,0.380
12033303223233,43.0769126,41.0339355,-0.061,0.396
12033333313022,41.3190751,44.8352051,0.066,0.398
12122222030222,41.6482878,45.3625488,-0.410,0.340
12033330220213,42.2041070,42.2644043,0.486,0.368
12033331301202,42.4639923,44.4836426,1.101,0.494
12033303221102,43.3011957,41.0559082,-0.293,0.303
12033333132103,41.6154418,44.7692871,0.401,0.402
12033330322303,42.0737617,43.0114746,0.529,0.374
12122222033211,41.5661414,45.6042480,-0.580,0.284
12033333000102,42.0084885,43.6926270,0.611,0.358
12033321102020,42.9001121,41.4953613,0.043,0.444
12033323111001,42.0248131,42.0446777,-0.196,0.375
12033321303022,42.3666611,41.6711426,0.163,0.371
12033330131120,42.7712106,43.5168457,-0.066,0.380
12122220213132,42.3666611,45.6701660,0.002,0.314
12033330202301,42.3504246,42.3083496,0.610,0.381
12033332311011,41.5003491,43.4948730,0.537,0.394
12033321031313,42.7228032,41.4733887,0.637,0.415
12033302321032,43.2692057,40.3088379,0.273,0.415
12033321131023,42.7550790,42.0446777,0.369,0.382
12033321303211,42.3504246,41.7370605,0.405,0.395
12033332310211,41.4344898,43.3190918,0.061,0.367
12033332311032,41.4509609,43.4729004,0.257,0.381
12033332111130,41.9921597,43.5607910,-0.287,0.382
12033321310302,42.4639923,41.9348145,0.149,0.371
12033321330023,42.2366514,41.8688965,0.316,0.375
12033333100120,41.9921597,44.3957520,0.242,0.369
12033333001112,42.0084885,43.9123535,0.341,0.399
12033330233033,42.1063732,42.7917480,0.268,0.394
12033323101310,41.9594896,41.8029785,0.042,0.390
12033321300231,42.4477809,41.5612793,0.265,0.429
12033321331120,42.2529173,42.1105957,1.017,0.328
12033330223303,42.0737617,42.4841309,-0.131,0.355
12033332310113,41.4838905,43.4069824,0.675,0.407
12033332022122,41.5825791,42.2863770,0.156,0.380
12033321301112,42.5287958,41.8029785,0.300,0.394
12033332311212,41.4180145,43.4729004,0.866,0.389
12033321311110,42.5449861,42.1545410,0.103,0.366
12122222003130,41.8613786,45.3186035,0.383,0.362
12033333311002,41.4838905,44.8352051,0.739,0.388
12033333110233,41.9104530,44.7253418,0.267,0.380
12033330233231,42.0574497,42.7917480,0.179,0.284
12033333131000,41.7631169,44.8352051,0.626,0.400
12033323111102,42.0084885,42.1105957,-0.126,0.371
12033323131223,41.6482878,42.0446777,0.733,0.374
12033302302203,43.3651252,40.1110840,0.376,0.447
12033321121020,42.7712106,41.6711426,0.002,0.398
12033302321221,43.2211892,40.2868652,0.702,0.474
12033321132002,42.6582013,41.8469238,1.026,0.409
12033330231002,42.2691790,42.7258301,1.160,0.363
12033323310000,41.5003491,41.8469238,1.183,0.392
12033323123100,41.6318669,41.7590332,-0.178,0.366
12033333010101,42.0248131,44.0661621,0.153,0.407
12033331222111,42.1552589,43.7585449,0.171,0.310
12033332022303,41.5496996,42.3083496,0.390,0.406
12033323112102,41.8777409,41.9348145,0.296,0.369
12033333032331,41.5332536,44.1101074,0.331,0.337
12033321310023,42.4964024,41.8688965,0.895,0.376
12033332031310,41.6975254,42.8576660,0.091,0.375
12033330022232,42.5611723,42.2424316,-0.387,0.373
12033323112010,41.8940990,41.8908691,0.082,0.386
12033323310001,41.5003491,41.8688965,-0.014,0.360
12033303222321,43.0929602,40.9020996,0.186,0.458
12033333000032,41.9758267,43.6486816,-0.432,0.391
12122220213122,42.3666611,45.6262207,0.277,0.389
12033333301223,41.3850514,44.5056152,1.053,0.404
12033321303002,42.3991216,41.6711426,0.154,0.392
12033331232121,42.1226726,44.0661621,0.026,0.405
12122222103112,41.8777409,46.0217285,0.059,0.366
12033331221131,42.2529173,43.9343262,0.692,0.324
12033323110000,42.0248131,41.8469238,0.573,0.372
12033331220323,42.1715458,43.7145996,0.056,0.308
12033321031000,42.8034612,41.3195801,0.190,0.379
12033332003201,41.8286415,42.3962402,-0.303,0.410
12122222112131,41.8613786,46.2194824,-0.251,0.371
12033302321132,43.2692057,40.3967285,0.228,0.410
12033333123033,41.5825791,44.5495605,0.472,0.353
12033332310331,41.4015351,43.4069824,-0.308,0.407
12033333112320,41.7958876,44.7473145,0.950,0.434
12033333110003,42.0084885,44.6813965,-0.350,0.405
12033302332101,43.1891572,40.5505371,-0.027,0.589
12033330213233,42.3016898,42.7917480,0.033,0.439
12033302323010,43.1891572,40.3088379,0.147,0.434
12033330301123,42.4964024,43.1872559,-0.057,0.320
12033321313203,42.3341839,42.0446777,0.264,0.392
12033333113102,41.8777409,44.9230957,0.966,0.383
12033331223031,42.1226726,43.8464355,0.114,0.362
12033333211210,41.4344898,44.1760254,-0.347,0.304
12122222112210,41.8286415,46.1096191,0.474,0.382
12033321301031,42.5126012,41.7370605,0.158,0.384
12033333103210,41.8286415,44.5275879,0.584,0.379
12033333101021,41.9921597,44.5056152,0.296,0.369
12033330200120,42.5126012,42.2863770,-0.106,0.334
12033321311111,42.5449861,42.1765137,-0.282,0.363
12033330223312,42.0737617,42.5061035,0.388,0.385
12122222031330,41.6647045,45.6701660,0.402,0.379
12033330302232,42.3016898,42.9455566,-0.387,0.369
12033330230300,42.2203813,42.6379395,-0.008,0.366
12033321131232,42.6905106,42.0666504,0.196,0.372
12033302332120,43.1571083,40.5285645,0.069,0.401
12033332022211,41.5661414,42.2644043,-0.032,0.390
12033323101323,41.9104530,41.7810059,0.614,0.406
12033323113100,41.8940990,42.1105957,-0.381,0.395
12033330033232,42.5611723,42.7697754,0.053,0.306
12033330312310,42.3504246,43.3850098,-0.370,0.323
12033331233323,42.0411335,44.2419434,-0.178,0.375
12033302330223,43.2051753,40.4626465,-0.131,0.414
12122220232311,42.0900695,45.5163574,-0.727,0.302
12122222123002,41.6154418,45.8898926,0.611,0.393
12033330323322,42.0411335,43.1652832,-0.153,0.374
12033330213331,42.3179389,42.8796387,0.021,0.297
12122223200203,41.4180145,46.4392090,0.221,0.385
12033333023102,41.6154418,43.8684082,0.251,0.359
12033321132130,42.6420403,41.9787598,0.385,0.397
12033331312002,42.3991216,44.6594238,0.031,0.366
12033323123311,41.5661414,41.8249512,0.464,0.362
12122222002101,41.8940990,45.1208496,-0.106,0.313
12033330223330,42.0574497,42.5061035,0.100,0.384
12033323112221,41.7958876,41.8688965,0.145,0.392
12033321333302,42.0737617,42.1105957,0.227,0.353
12122223200221,41.4015351,46.4392090,0.032,0.387
12033333010123,41.9758267,44.0661621,-0.216,0.432
12122222022010,41.6318669,45.0549316,0.011,0.413
12033333301333,41.3850514,44.6374512,1.216,0.415
12033333132113,41.6154418,44.8132324,-0.588,0.411
12033332130030,41.7303295,43.2971191,0.247,0.337
12033332120223,41.6482878,42.9235840,0.101,0.372
12033323103121,41.8613786,41.7810059,1.102,0.445
12033332020321,41.6647045,42.3083496,-0.331,0.377
12033333311302,41.4180145,44.9230957,-0.095,0.419
12033332133210,41.5661414,43.4729004,0.537,0.390
12033332023103,41.6154418,42.4841309,-0.326,0.307
12033323101113,42.0084885,41.8249512,0.341,0.378
12033330132030,42.6420403,43.2971191,0.170,0.349
12033321303032,42.3666611,41.7150879,0.316,0.371
12122222020300,41.6975254,45.0988770,0.133,0.343
12033333100103,42.0084885,44.4177246,0.145,0.420
12033321031132,42.7550790,41.4514160,0.762,0.409
12033333102003,41.8777409,44.3298340,0.136,0.400
12033331232322,42.0411335,44.0441895,0.446,0.380
12033333133133,41.5825791,44.9890137,0.499,0.363
12033333202003,41.3520716,43.6267090,-0.097,0.379
12033321301111,42.5449861,41.8249512,-0.033,0.415
12033321333201,42.0900695,42.0446777,0.965,0.395
12122222132233,41.5168034,46.1315918,0.636,0.378
12033331223202,42.0737617,43.7805176,-0.155,0.387
12033321121233,42.6905106,41.7370605,0.084,0.373
12033333301022,41.4509609,44.4836426,-0.054,0.358
12033321320112,42.2691790,41.6271973,0.000,0.428
12033332032002,41.6154418,42.5500488,0.431,0.411
12033321311030,42.5126012,42.0666504,0.177,0.371
12122222103010,41.8940990,45.9338379,0.268,0.368
12033333313112,41.3520716,44.9670410,0.789,0.392
12122222022211,41.5661414,45.0769043,0.436,0.379
12033330133122,42.6258751,43.5168457,-0.062,0.346
12033333130202,41.6811170,44.6594238,0.043,0.406
12033330010011,43.0608608,42.6159668,0.229,0.359
12122222021012,41.7467253,45.2307129,0.377,0.378
12033323133022,41.5825791,42.0227051,-0.001,0.325
12033321123000,42.6743581,41.6711426,0.157,0.359
12033333111313,41.9431482,44.9890137,0.905,0.348
12033323121213,41.6811170,41.7370605,0.358,0.415
12122222113212,41.8122666,46.2854004,0.461,0.386
12033302332312,43.1090035,40.5725098,0.524,0.514
12033302330330,43.2211892,40.5725098,-0.243,0.376
12033331230222,42.1715458,43.9562988,0.692,0.367
12033302302212,43.3651252,40.1330566,0.932,0.457
12033321300123,42.4964024,41.6052246,0.161,0.380
12033333110103,42.0084885,44.7692871,0.294,0.401
12033331233222,42.0411335,44.1320801,0.021,0.369
12033331233022,42.1063732,44.1320801,0.052,0.365
12033333132320,41.5332536,44.7473145,0.514,0.374
12033332023130,41.5990125,42.5061035,-0.242,0.371
12033332031211,41.6975254,42.7917480,-0.222,0.309
12033323121222,41.6482878,41.6711426,0.977,0.432
12033303230300,43.2532044,41.2316895,-0.222,0.303
12033321102233,42.8195802,41.5612793,0.105,0.385
12122222103330,41.7958876,46.0217285,0.216,0.392
12033323110020,41.9921597,41.8469238,0.146,0.394
12033331222013,42.1389679,43.6706543,-0.174,0.278
12033333000110,42.0248131,43.7365723,0.689,0.359
12033321313330,42.3179389,42.1545410,0.413,0.391
12033330220133,42.2366514,42.3522949,0.185,0.374
12033332020022,41.7139296,42.1984863,-0.066,0.378
12033332110023,41.9758267,43.2751465,1.030,0.365
12033321121212,42.7228032,41.7150879,-0.159,0.360
12033332031101,41.7631169,42.8356934,0.786,0.439
12033330231133,42.2366514,42.8796387,0.233,0.386
12122222020013,41.7467253,45.0769043,0.000,0.375
12033330231210,42.2203813,42.7697754,0.602,0.373
12033330313231,42.3179389,43.4948730,-0.553,0.351
12033332022032,41.5825791,42.2424316,0.380,0.335
12033333121122,41.7139296,44.5715332,0.249,0.432
12033321323021,42.1226726,41.6931152,1.075,0.425
12033332113202,41.8122666,43.4289551,0.644,0.377
12033333213211,41.3025706,44.1979980,0.372,0.384
12033303221222,43.2051753,40.9680176,-0.538,0.301
12033333132321,41.5332536,44.7692871,0.073,0.351
12033332020202,41.6811170,42.1984863,0.081,0.379
12033332313133,41.3190751,43.5827637,0.352,0.401
12122222112311,41.8286415,46.2194824,0.459,0.401
12033333312101,41.3685636,44.7692871,-0.190,0.500
12033333122302,41.5496996,44.3957520,0.677,0.438
12033330202232,42.3016898,42.2424316,-0.009,0.362
12033330213122,42.3666611,42.8137207,-0.099,0.335
12033321320113,42.2691790,41.6491699,0.844,0.450
12033333112011,41.8940990,44.7253418,0.896,0.364
12033331221320,42.1878285,43.8684082,0.478,0.389
12122222021200,41.6975254,45.1867676,0.110,0.383
12033330230312,42.2041070,42.6818848,0.171,0.378
12033332310321,41.4015351,43.3630371,0.132,0.407
12122222030121,41.7303295,45.4724121,0.535,0.381
12033321312311,42.3504246,42.0007324,-0.154,0.319
12033333122230,41.5332536,44.3518066,0.624,0.401
12033323112222,41.7795043,41.8469238,0.009,0.388
12033333130212,41.6811170,44.7033691,0.251,0.448
12033330212313,42.3341839,42.7038574,0.336,0.372
12033321310323,42.4315653,41.9567871,0.236,0.415
12033333130301,41.6975254,44.7692871,1.189,0.473
12033332122010,41.6318669,42.9455566,0.157,0.393
12033303212201,43.3810971,41.1657715,-0.726,0.302
12033321132233,42.5611723,41.9128418,0.163,0.402
12033303222333,43.0769126,40.9460449,0.060,0.416
12033331230331,42.1878285,44.1101074,0.064,0.372
12033333032001,41.6318669,43.9782715,-0.427,0.404
12033333330001,41.2365107,44.6813965,0.042,0.385
12033333313011,41.3685636,44.9011230,-0.130,0.398
12033323132122,41.5825791,41.9348145,0.020,0.364
12122222030302,41.6811170,45.4504395,-0.671,0.418
12033330331232,42.1715458,43.4729004,0.258,0.305
12033321133312,42.5935321,42.1545410,0.009,0.384
12033331223123,42.1063732,43.8903809,0.416,0.373
12033330331030,42.2529173,43.4729004,0.343,0.356
12033321313211,42.3504246,42.0886230,-0.078,0.366
12033321321013,42.2691790,41.7370605,0.350,0.397
12033330303213,42.3341839,43.1433105,-0.434,0.362
12033321133220,42.5773543,42.0227051,-0.321,0.390
12033321102032,42.8840141,41.5393066,0.181,0.397
12033330321112,42.2691790,43.2092285,0.088,0.382
12033331230210,42.2203813,44.0002441,0.221,0.418
12033321310200,42.4801994,41.8469238,0.460,0.358
12033321001303,42.9805390,41.0778809,0.410,0.461
12033333130123,41.7139296,44.7692871,1.280,0.394
12033321331010,42.2854365,42.0666504,-0.083,0.395
12033333112013,41.8777409,44.7253418,1.390,0.373
12033330220320,42.1878285,42.2863770,0.458,0.372
12033323121212,41.6811170,41.7150879,0.872,0.383
12033321302110,42.4153456,41.6271973,0.473,0.404
12033330212021,42.3828935,42.5720215,-0.062,0.353
12033330233022,42.1063732,42.7258301,0.616,0.383
12033321121230,42.7066590,41.7150879,-0.098,0.413
12033323101100,42.0248131,41.7590332,0.872,0.419
12033321130312,42.7228032,41.9787598,0.344,0.303
12033331222130,42.1226726,43.7365723,0.951,0.386
12033321102013,42.9162059,41.5612793,0.337,0.304
12033323110130,41.9921597,41.9787598,0.236,0.378
12033333113223,41.7795043,44.8571777,1.119,0.395
12033302333112,43.1731348,40.7482910,-0.079,0.341
12033333100212,41.9431482,44.3518066,0.068,0.351
12033332033113,41.6154418,42.8796387,1.294,0.395
12033332120213,41.6811170,42.9675293,0.653,0.390
12033302333203,43.1090035,40.6384277,0.781,0.423
12033330313221,42.3179389,43.4509277,0.607,0.378
12122222030122,41.7139296,45.4504395,0.902,0.368
12033332313300,41.3025706,43.5168457,-0.072,0.384
12033330200333,42.4315653,42.3522949,0.130,0.430
12033330133211,42.6097057,43.4948730,0.277,0.383
12033333121023,41.7139296,44.5056152,0.593,0.305
12033321321311,42.2203813,41.8249512,0.305,0.364
12122220223031,42.1226726,45.2526855,0.725,0.362
12122222033022,41.5825791,45.5383301,1.265,0.394
12033331223303,42.0737617,43.8903809,0.765,0.369
12033303230202,43.2371989,41.1437988,-0.632,0.303
12033321012000,42.9322955,41.1437988,-0.343,0.332
12033330332122,42.1063732,43.3410645,0.642,0.369
12033332022012,41.6154418,42.2424316,0.391,0.359
12033321303133,42.3666611,41.8249512,1.005,0.384
12033321120323,42.6905106,41.6052246,0.012,0.370
12033333131130,41.7303295,44.9670410,0.685,0.408
12033321311011,42.5449861,42.0886230,-0.065,0.380
12033333213101,41.3685636,44.2419434,0.636,0.352
12033330232303,42.0737617,42.6599121,0.314,0.379
12122222200102,41.4838905,45.0988770,-0.416,0.394
12033330213311,42.3504246,42.8796387,-0.096,0.375
12033333312020,41.3355755,44.6594238,-0.037,0.281
12033333101013,42.0084885,44.5495605,-0.253,0.312
12033302330333,43.2051753,40.5944824,-0.167,0.431
12033333103123,41.8450121,44.5935059,0.888,0.378
12033332030112,41.7467253,42.6818848,-0.105,0.298
12033332133312,41.5496996,43.5607910,0.031,0.391
12033330222332,42.0411335,42.3303223,0.496,0.376
12033331232102,42.1389679,44.0441895,0.012,0.344
12033332020100,41.7631169,42.2863770,-0.143,0.306
12033321330022,42.2366514,41.8469238,0.350,0.370
12033333130210,41.6975254,44.7033691,1.217,0.434
12122222202031,41.3355755,45.0769043,0.549,0.446
12033332131121,41.7303295,43.5388184,1.001,0.482
12033332030031,41.7303295,42.6159668,-0.001,0.308
12033333132330,41.5332536,44.7912598,-0.709,0.378
12033332120032,41.7139296,42.9455566,-0.373,0.372
12033333202113,41.3520716,43.7585449,0.444,0.405
12033331200012,42.5287958,43.6486816,0.669,0.420
12033321310123,42.4964024,41.9567871,0.333,0.365
12033330232132,42.1063732,42.6818848,0.367,0.386
12033321001301,42.9966118,41.0778809,-0.283,0.534
12033330231123,42.2366514,42.8356934,0.134,0.381
12033332310000,41.5003491,43.2531738,0.122,0.385
12033331221232,42.1715458,43.8244629,-0.213,0.281
12033330202001,42.4153456,42.2204590,0.155,0.380
12033332123113,41.6154418,43.2312012,-0.329,0.362
12033321321233,42.1715458,41.7370605,0.449,0.396
12033333302110,41.3685636,44.4396973,-0.112,0.390
12033321102012,42.9162059,41.5393066,0.324,0.301
12033332132032,41.5825791,43.2971191,0.460,0.410
12033330200310,42.4801994,42.3303223,0.202,0.371
12033332101003,42.0084885,43.0993652,-0.610,0.299
12033331233012,42.1389679,44.1760254,0.421,0.381
12033323122310,41.5661414,41.6271973,0.510,0.386
12122223202100,41.3685636,46.5051270,0.502,0.387
12033330220110,42.2854365,42.3303223,-0.179,0.364
12033323112122,41.8450121,41.9348145,0.486,0.395
12033330202022,42.3666611,42.1984863,-0.113,0.414
12033330303300,42.3504246,43.1652832,-0.385,0.329
12033321133202,42.5935321,42.0227051,-0.307,0.375
12033321332302,42.0737617,41.9348145,0.549,0.366
12033332020330,41.6647045,42.3303223,0.187,0.396
12033332000313,41.9431482,42.3522949,0.076,0.404
12033302333030,43.1571083,40.6604004,-0.243,0.354
12033333101122,41.9758267,44.5715332,0.086,0.366
12033303223102,43.1731348,41.0559082,-0.275,0.319
12033333310012,41.4838905,44.7033691,0.262,0.399
12122222020033,41.7139296,45.0769043,-0.433,0.365
12033321332321,42.0574497,41.9567871,-0.249,0.449
12033321031100,42.8034612,41.4074707,0.134,0.326
12122220223221,42.0574497,45.2087402,0.030,0.373
12033321333203,42.0737617,42.0446777,0.733,0.327
12033332132002,41.6154418,43.2531738,-0.422,0.361
12033321312001,42.4153456,41.8688965,-0.283,0.333
12033330210220,42.4477809,42.5500488,-0.242,0.327
12033321321300,42.2203813,41.7590332,0.062,0.374
12033330222200,42.0900695,42.1984863,0.474,0.344
12033333313120,41.3355755,44.9230957,1.125,0.355
12122222123021,41.5990125,45.9118652,-0.076,0.367
12033330330122,42.2366514,43.3410645,-0.120,0.350
12033321302100,42.4153456,41.5832520,0.609,0.411
12033333110232,41.9104530,44.7033691,0.413,0.392
12033330011102,43.0448049,42.8137207,0.756,0.362
12033321302111,42.4153456,41.6491699,0.892,0.394
12033333130203,41.6811170,44.6813965,1.133,0.442
12033323103110,41.8940990,41.8029785,0.414,0.378
12033321133200,42.6097057,42.0227051,0.034,0.384
12033321312012,42.3991216,41.8908691,0.144,0.356
12033330312323,42.3016898,43.3630371,-0.433,0.356
12122222020201,41.6975254,45.0329590,0.525,0.362
12033321133203,42.5935321,42.0446777,-0.075,0.384
12033332110203,41.9431482,43.2751465,-0.574,0.307
12033321330122,42.2366514,41.9348145,0.146,0.357
12033331332210,42.0900695,44.7033691,1.072,0.408
12033302321021,43.2852028,40.2868652,-0.432,0.447
12033321013032,42.8840141,41.3635254,-0.090,0.356
12033333220012,41.2199853,43.6486816,0.225,0.442
12033321330121,42.2529173,41.9567871,0.755,0.372
12033303221011,43.3171844,41.0339355,-0.127,0.318
12033330303302,42.3341839,43.1652832,-0.426,0.355
12033321132202,42.5935321,41.8469238,0.092,0.387
12033333132232,41.5168034,44.7033691,-0.058,0.378
12033321103213,42.8518056,41.7370605,0.196,0.501
12122222102120,41.8613786,45.8020020,-0.520,0.363
12033333110223,41.9104530,44.6813965,0.835,0.396
12033321133302,42.5935321,42.1105957,0.300,0.359
12033331221002,42.2691790,43.7805176,-0.188,0.305
12033330223310,42.0900695,42.5061035,1.074,0.352
12033321120001,42.8034612,41.5173340,0.272,0.453
12033333130113,41.7467253,44.8132324,0.404,0.414
12033330220130,42.2529173,42.3303223,-0.084,0.362
12122222101322,41.9104530,45.9777832,1.198,0.396
12033333123032,41.5825791,44.5275879,0.378,0.376
12033330232231,42.0574497,42.6159668,0.261,0.357
12122222122310,41.5661414,45.8459473,1.337,0.378
12033333320002,41.2199853,44.3078613,0.180,0.380
12033333302021,41.3355755,44.3298340,0.372,0.347
12033321312322,42.3016898,41.9348145,0.209,0.380
12033331232302,42.0737617,44.0441895,0.540,0.377
12033332131103,41.7467253,43.5388184,0.931,0.480
12033321333213,42.0737617,42.0886230,0.141,0.346
12033332031103,41.7467253,42.8356934,0.776,0.428
12033330222010,42.1552589,42.2424316,-0.394,0.390
12033333130201,41.6975254,44.6813965,0.764,0.444
12033330220221,42.1878285,42.2204590,0.454,0.376
12033332123200,41.5661414,43.0773926,0.687,0.426
12033330030102,42.7873380,42.6379395,0.587,0.350
12122222130030,41.7303295,46.1096191,-0.309,0.360
12033330322121,42.1226726,43.0114746,0.676,0.386
12033321311121,42.5126012,42.1325684,0.832,0.425
12033330210223,42.4315653,42.5720215,-0.171,0.371
12033333301101,41.5003491,44.5935059,-0.346,0.383
12033321303132,42.3666611,41.8029785,0.537,0.370
12033321333322,42.0411335,42.1105957,-0.211,0.402
12033330231303,42.2041070,42.8356934,0.534,0.353
12033323112032,41.8450121,41.8908691,-0.163,0.369
12033330200020,42.5126012,42.1984863,0.588,0.326
12033330231011,42.2854365,42.7917480,-0.315,0.437
12033332021121,41.7303295,42.4841309,-0.608,0.282
12033330322022,42.1063732,42.9016113,-0.021,0.366
12033321122131,42.6420403,41.6491699,0.078,0.445
12033332021201,41.6975254,42.3962402,0.151,0.372
12033302313131,43.4130282,40.7702637,-0.381,0.303
12122222030203,41.6811170,45.3845215,-0.378,0.358
12122222130301,41.6975254,46.1755371,0.064,0.296
12033332111233,41.9104530,43.4948730,-0.419,0.399
12033333211333,41.3850514,44.2858887,-0.189,0.306
12033333030330,41.6647045,44.0881348,0.502,0.369
12033323121301,41.6975254,41.7810059,0.687,0.389
12122222310003,41.4838905,46.0876465,0.043,0.372
12033330321020,42.2529173,43.0773926,0.061,0.364
12033333300212,41.4180145,44.3518066,0.101,0.372
12122222011012,42.0084885,45.5822754,-0.010,0.348
12033332023110,41.6318669,42.5061035,0.949,0.382
12122222021011,41.7631169,45.2526855,0.317,0.367
12033321310133,42.4964024,42.0007324,-0.199,0.359
12033332133301,41.5661414,43.5388184,0.420,0.389
12033330330301,42.2203813,43.3630371,0.370,0.375
12033333133000,41.6318669,44.8352051,-0.032,0.371
12033330222133,42.1063732,42.3522949,0.533,0.379
12033302301331,43.4768399,40.4187012,-0.403,0.327
12033302333121,43.1571083,40.7263184,-0.206,0.343
12033330203020,42.3828935,42.3742676,0.823,0.444
12033330231021,42.2529173,42.7478027,-0.011,0.384
12033332021303,41.6811170,42.4841309,-0.233,0.304
12033330220113,42.2691790,42.3522949,0.298,0.359
12033333032030,41.5990125,44.0002441,0.854,0.363
12033333201033,41.4509609,43.8464355,0.332,0.375
12033330322131,42.1226726,43.0554199,0.747,0.385
12033330230212,42.2041070,42.5939941,0.396,0.389
12033332032200,41.5661414,42.5500488,-0.306,0.307
12033332130100,41.7631169,43.3410645,-0.445,0.315
12033321010023,43.0126804,41.1657715,0.427,0.314
12033330223212,42.0737617,42.4182129,0.432,0.389
12033321301133,42.4964024,41.8249512,1.060,0.351
12033333103133,41.8450121,44.6374512,0.762,0.380
12033302333321,43.0929602,40.7263184,0.232,0.456
12033330221033,42.2366514,42.4401855,0.481,0.384
12033321012303,42.8518056,41.2536621,-0.100,0.404
12033323112003,41.8777409,41.8688965,0.197,0.458
12122222013031,41.8613786,45.6042480,-0.136,0.388
12033331331333,42.1715458,44.9890137,0.135,0.423
12033330213203,42.3341839,42.7478027,-0.132,0.497
12033330133221,42.5773543,43.4509277,0.765,0.405
12033331221032,42.2366514,43.8244629,0.668,0.409
12033331332011,42.1552589,44.7253418,-0.144,0.375
12033332311013,41.4838905,43.4948730,1.022,0.399
12033321123330,42.5773543,41.8029785,0.509,0.430
12033332113002,41.8777409,43.4289551,0.548,0.372
12033330333333,42.0411335,43.5827637,0.088,0.398
12033321300103,42.5287958,41.6052246,0.202,0.398
12122222020011,41.7631169,45.0769043,0.921,0.389
12033332110122,41.9758267,43.3410645,0.900,0.336
12033333111320,41.9268027,44.9230957,0.346,0.408
12122222200133,41.4509609,45.1647949,0.618,0.421
12033332132311,41.5661414,43.4069824,0.429,0.391
12033330200201,42.4801994,42.2204590,-0.017,0.362
12033333010003,42.0084885,43.9782715,-0.252,0.394
12033331223321,42.0574497,43.8903809,0.524,0.347
12033330031000,42.8034612,42.7258301,0.068,0.353
12033323131321,41.6647045,42.1325684,0.027,0.368
12033330323311,42.0900695,43.2312012,-0.542,0.423
12122222123023,41.5825791,45.9118652,0.705,0.391
12033333100012,42.0084885,44.3518066,0.486,0.348
12122220222333,42.0411335,45.1647949,0.437,0.335
12033330232213,42.0737617,42.6159668,0.131,0.348
12033333133131,41.5990125,44.9890137,0.796,0.358
12033330322201,42.0900695,42.9235840,-0.273,0.357
12033333012020,41.8613786,43.9562988,0.195,0.332
12033321132300,42.6097057,41.9348145,0.494,0.384
12033333102033,41.8450121,44.3737793,-0.385,0.355
12033330032301,42.6097057,42.6599121,0.362,0.403
12033331221200,42.2203813,43.7805176,0.858,0.365
12033330323032,42.1063732,43.1213379,0.261,0.421
12033302330221,43.2211892,40.4626465,-0.032,0.389
12033331223023,42.1063732,43.8024902,-0.322,0.356
12033333123312,41.5496996,44.6154785,1.020,0.363
12033321310222,42.4315653,41.8469238,0.231,0.395
12033332101113,42.0084885,43.2312012,-0.091,0.357
12122222103313,41.8122666,46.0437012,0.004,0.385
12033321302103,42.3991216,41.6052246,0.456,0.404
12033333001201,41.9594896,43.8024902,0.001,0.369
12033321300313,42.4639923,41.6491699,0.895,0.427
12033321120313,42.7228032,41.6491699,-0.398,0.344
12033330300132,42.4964024,43.0334473,0.035,0.415
12033321312010,42.4153456,41.8908691,0.126,0.337
12033323121110,41.7631169,41.8029785,0.638,0.383
12033323112013,41.8777409,41.9128418,-0.203,0.388
12033323101121,41.9921597,41.7810059,0.805,0.390
12033321013331,42.8356950,41.4733887,0.560,0.389
12033332033121,41.5990125,42.8356934,0.592,0.434
12033331231303,42.2041070,44.2419434,-0.442,0.320
12033330301133,42.4964024,43.2312012,0.183,0.365
12033323112020,41.8613786,41.8469238,0.298,0.381
12033330031003,42.7873380,42.7478027,0.017,0.360
12033321123110,42.6743581,41.8029785,-0.100,0.372
12033321123322,42.5611723,41.7590332,-0.313,0.364
12033331230212,42.2041070,44.0002441,0.222,0.372
12033323133320,41.5332536,42.1105957,-0.251,0.283
12033303212203,43.3651252,41.1657715,-0.523,0.318
12033321132312,42.5935321,41.9787598,0.231,0.371
12033331221023,42.2366514,43.8024902,-0.284,0.297
12033330202100,42.4153456,42.2863770,-0.045,0.318
12033330320211,42.2203813,42.9675293,0.068,0.375
